date,ticker,mode,value
2023-10-05,SPY,baseline,2277.20
2023-10-06,SPY,baseline,2304.24
2023-10-09,SPY,baseline,2318.99
2023-10-10,SPY,baseline,2331.06
2023-10-11,SPY,baseline,2340.61
2023-10-12,SPY,baseline,2326.34
2023-10-13,SPY,baseline,2314.75
2023-10-16,SPY,baseline,2339.10
2023-10-17,SPY,baseline,2339.00
2023-10-18,SPY,baseline,2307.83
2023-10-19,SPY,baseline,2287.55
2023-10-20,SPY,baseline,2259.44
2023-10-23,SPY,baseline,2255.53
2023-10-24,SPY,baseline,2272.53
2023-10-25,SPY,baseline,2239.92
2023-10-26,SPY,baseline,2213.09
2023-10-27,SPY,baseline,2203.06
2023-10-30,SPY,baseline,2229.40
2023-10-31,SPY,baseline,2243.40
2023-11-01,SPY,baseline,2367.33
2023-11-02,SPY,baseline,2412.70
2023-11-03,SPY,baseline,2434.71
2023-11-06,SPY,baseline,2440.31
2023-11-07,SPY,baseline,2447.26
2023-11-08,SPY,baseline,2449.05
2023-11-09,SPY,baseline,2429.95
2023-11-10,SPY,baseline,2467.87
2023-11-13,SPY,baseline,2465.51
2023-11-14,SPY,baseline,2513.35
2023-11-15,SPY,baseline,2518.67
2023-11-16,SPY,baseline,2521.75
2023-11-17,SPY,baseline,2524.89
2023-11-20,SPY,baseline,2544.32
2023-11-21,SPY,baseline,2538.78
2023-11-22,SPY,baseline,2548.58
2023-11-24,SPY,baseline,2550.15
2023-11-27,SPY,baseline,2545.55
2023-11-28,SPY,baseline,2548.07
2023-11-29,SPY,baseline,2546.28
2023-11-30,SPY,baseline,2556.31
2023-12-01,SPY,baseline,2671.43
2023-12-04,SPY,baseline,2657.41
2023-12-05,SPY,baseline,2656.88
2023-12-06,SPY,baseline,2646.18
2023-12-07,SPY,baseline,2666.37
2023-12-08,SPY,baseline,2677.83
2023-12-11,SPY,baseline,2688.25
2023-12-12,SPY,baseline,2700.52
2023-12-13,SPY,baseline,2737.77
2023-12-14,SPY,baseline,2746.55
2023-12-15,SPY,baseline,2742.03
2023-12-18,SPY,baseline,2757.45
2023-12-19,SPY,baseline,2774.22
2023-12-20,SPY,baseline,2735.78
2023-12-21,SPY,baseline,2761.72
2023-12-22,SPY,baseline,2767.27
2023-12-26,SPY,baseline,2778.95
2023-12-27,SPY,baseline,2783.98
2023-12-28,SPY,baseline,2785.03
2023-12-29,SPY,baseline,2776.97
2024-01-02,SPY,baseline,2861.43
2024-01-03,SPY,baseline,2838.06
2024-01-04,SPY,baseline,2828.92
2024-01-05,SPY,baseline,2832.79
2024-01-08,SPY,baseline,2873.23
2024-01-09,SPY,baseline,2868.87
2024-01-10,SPY,baseline,2885.10
2024-01-11,SPY,baseline,2883.83
2024-01-12,SPY,baseline,2885.82
2024-01-16,SPY,baseline,2875.23
2024-01-17,SPY,baseline,2859.25
2024-01-18,SPY,baseline,2884.67
2024-01-19,SPY,baseline,2920.63
2024-01-22,SPY,baseline,2926.81
2024-01-23,SPY,baseline,2935.35
2024-01-24,SPY,baseline,2938.55
2024-01-25,SPY,baseline,2954.54
2024-01-26,SPY,baseline,2950.78
2024-01-29,SPY,baseline,2974.15
2024-01-30,SPY,baseline,2971.85
2024-01-31,SPY,baseline,2923.36
2024-02-01,SPY,baseline,3061.62
2024-02-02,SPY,baseline,3093.85
2024-02-05,SPY,baseline,3082.59
2024-02-06,SPY,baseline,3091.54
2024-02-07,SPY,baseline,3117.32
2024-02-08,SPY,baseline,3118.70
2024-02-09,SPY,baseline,3136.72
2024-02-12,SPY,baseline,3135.34
2024-02-13,SPY,baseline,3092.16
2024-02-14,SPY,baseline,3120.26
2024-02-15,SPY,baseline,3141.79
2024-02-16,SPY,baseline,3126.14
2024-02-20,SPY,baseline,3108.93
2024-02-21,SPY,baseline,3111.75
2024-02-22,SPY,baseline,3176.15
2024-02-23,SPY,baseline,3178.34
2024-02-26,SPY,baseline,3166.70
2024-02-27,SPY,baseline,3172.58
2024-02-28,SPY,baseline,3168.39
2024-02-29,SPY,baseline,3179.78
2024-03-01,SPY,baseline,3309.63
2024-03-04,SPY,baseline,3306.08
2024-03-05,SPY,baseline,3273.04
2024-03-06,SPY,baseline,3289.63
2024-03-07,SPY,baseline,3322.28
2024-03-08,SPY,baseline,3302.34
2024-03-11,SPY,baseline,3299.50
2024-03-12,SPY,baseline,3334.99
2024-03-13,SPY,baseline,3329.77
2024-03-14,SPY,baseline,3323.18
2024-03-15,SPY,baseline,3300.36
2024-03-18,SPY,baseline,3319.98
2024-03-19,SPY,baseline,3338.43
2024-03-20,SPY,baseline,3369.31
2024-03-21,SPY,baseline,3380.44
2024-03-22,SPY,baseline,3374.03
2024-03-25,SPY,baseline,3364.71
2024-03-26,SPY,baseline,3358.50
2024-03-27,SPY,baseline,3386.72
2024-03-28,SPY,baseline,3386.07
2024-04-01,SPY,baseline,3480.18
2024-04-02,SPY,baseline,3458.06
2024-04-03,SPY,baseline,3461.85
2024-04-04,SPY,baseline,3419.60
2024-04-05,SPY,baseline,3455.32
2024-04-08,SPY,baseline,3457.26
2024-04-09,SPY,baseline,3461.25
2024-04-10,SPY,baseline,3426.60
2024-04-11,SPY,baseline,3452.46
2024-04-12,SPY,baseline,3404.80
2024-04-15,SPY,baseline,3362.15
2024-04-16,SPY,baseline,3356.01
2024-04-17,SPY,baseline,3336.15
2024-04-18,SPY,baseline,3329.29
2024-04-19,SPY,baseline,3300.23
2024-04-22,SPY,baseline,3330.62
2024-04-23,SPY,baseline,3370.14
2024-04-24,SPY,baseline,3368.54
2024-04-25,SPY,baseline,3355.75
2024-04-26,SPY,baseline,3387.54
2024-04-29,SPY,baseline,3399.54
2024-04-30,SPY,baseline,3345.68
2024-05-01,SPY,baseline,3434.82
2024-05-02,SPY,baseline,3466.95
2024-05-03,SPY,baseline,3509.92
2024-05-06,SPY,baseline,3546.17
2024-05-07,SPY,baseline,3550.08
2024-05-08,SPY,baseline,3550.42
2024-05-09,SPY,baseline,3570.88
2024-05-10,SPY,baseline,3575.48
2024-05-13,SPY,baseline,3575.96
2024-05-14,SPY,baseline,3592.37
2024-05-15,SPY,baseline,3636.85
2024-05-16,SPY,baseline,3629.37
2024-05-17,SPY,baseline,3634.59
2024-05-20,SPY,baseline,3638.77
2024-05-21,SPY,baseline,3647.70
2024-05-22,SPY,baseline,3637.20
2024-05-23,SPY,baseline,3610.63
2024-05-24,SPY,baseline,3634.52
2024-05-28,SPY,baseline,3637.06
2024-05-29,SPY,baseline,3611.59
2024-05-30,SPY,baseline,3587.63
2024-05-31,SPY,baseline,3620.31
2024-06-03,SPY,baseline,3723.26
2024-06-04,SPY,baseline,3727.42
2024-06-05,SPY,baseline,3771.72
2024-06-06,SPY,baseline,3771.65
2024-06-07,SPY,baseline,3767.07
2024-06-10,SPY,baseline,3778.71
2024-06-11,SPY,baseline,3787.81
2024-06-12,SPY,baseline,3818.92
2024-06-13,SPY,baseline,3826.60
2024-06-14,SPY,baseline,3828.93
2024-06-17,SPY,baseline,3859.41
2024-06-18,SPY,baseline,3869.21
2024-06-20,SPY,baseline,3858.70
2024-06-21,SPY,baseline,3853.53
2024-06-24,SPY,baseline,3841.00
2024-06-25,SPY,baseline,3855.79
2024-06-26,SPY,baseline,3860.61
2024-06-27,SPY,baseline,3866.69
2024-06-28,SPY,baseline,3851.48
2024-07-01,SPY,baseline,3959.40
2024-07-02,SPY,baseline,3986.05
2024-07-03,SPY,baseline,4003.84
2024-07-05,SPY,baseline,4026.93
2024-07-08,SPY,baseline,4031.57
2024-07-09,SPY,baseline,4035.49
2024-07-10,SPY,baseline,4075.42
2024-07-11,SPY,baseline,4040.28
2024-07-12,SPY,baseline,4065.77
2024-07-15,SPY,baseline,4076.95
2024-07-16,SPY,baseline,4101.13
2024-07-17,SPY,baseline,4043.62
2024-07-18,SPY,baseline,4012.55
2024-07-19,SPY,baseline,3985.90
2024-07-22,SPY,baseline,4027.00
2024-07-23,SPY,baseline,4020.68
2024-07-24,SPY,baseline,3929.56
2024-07-25,SPY,baseline,3909.09
2024-07-26,SPY,baseline,3952.87
2024-07-29,SPY,baseline,3955.19
2024-07-30,SPY,baseline,3935.15
2024-07-31,SPY,baseline,3999.12
2024-08-01,SPY,baseline,4042.49
2024-08-02,SPY,baseline,3967.22
2024-08-05,SPY,baseline,3851.68
2024-08-06,SPY,baseline,3887.19
2024-08-07,SPY,baseline,3861.21
2024-08-08,SPY,baseline,3950.47
2024-08-09,SPY,baseline,3967.89
2024-08-12,SPY,baseline,3969.98
2024-08-13,SPY,baseline,4035.26
2024-08-14,SPY,baseline,4048.00
2024-08-15,SPY,baseline,4117.38
2024-08-16,SPY,baseline,4126.61
2024-08-19,SPY,baseline,4166.07
2024-08-20,SPY,baseline,4159.29
2024-08-21,SPY,baseline,4173.59
2024-08-22,SPY,baseline,4140.83
2024-08-23,SPY,baseline,4184.83
2024-08-26,SPY,baseline,4174.85
2024-08-27,SPY,baseline,4180.58
2024-08-28,SPY,baseline,4156.31
2024-08-29,SPY,baseline,4156.69
2024-08-30,SPY,baseline,4196.37
2024-09-03,SPY,baseline,4210.01
2024-09-04,SPY,baseline,4201.39
2024-09-05,SPY,baseline,4191.17
2024-09-06,SPY,baseline,4120.64
2024-09-09,SPY,baseline,4166.77
2024-09-10,SPY,baseline,4184.92
2024-09-11,SPY,baseline,4227.85
2024-09-12,SPY,baseline,4263.46
2024-09-13,SPY,baseline,4285.73
2024-09-16,SPY,baseline,4292.06
2024-09-17,SPY,baseline,4293.82
2024-09-18,SPY,baseline,4281.08
2024-09-19,SPY,baseline,4354.13
2024-09-20,SPY,baseline,4346.61
2024-09-23,SPY,baseline,4357.47
2024-09-24,SPY,baseline,4369.94
2024-09-25,SPY,baseline,4360.30
2024-09-26,SPY,baseline,4377.59
2024-09-27,SPY,baseline,4371.24
2024-09-30,SPY,baseline,4388.75
2024-10-01,SPY,baseline,4449.44
2024-10-02,SPY,baseline,4451.32
2024-10-03,SPY,baseline,4443.18
2024-10-04,SPY,baseline,4483.56
2024-10-07,SPY,baseline,4443.02
2024-10-08,SPY,baseline,4485.04
2024-10-09,SPY,baseline,4516.11
2024-10-10,SPY,baseline,4508.20
2024-10-11,SPY,baseline,4535.20
2024-10-14,SPY,baseline,4572.29
2024-10-15,SPY,baseline,4536.77
2024-10-16,SPY,baseline,4556.48
2024-10-17,SPY,baseline,4556.87
2024-10-18,SPY,baseline,4574.40
2024-10-21,SPY,baseline,4566.89
2024-10-22,SPY,baseline,4564.46
2024-10-23,SPY,baseline,4522.76
2024-10-24,SPY,baseline,4532.54
2024-10-25,SPY,baseline,4530.97
2024-10-28,SPY,baseline,4544.98
